InvoiceID,SalesLineID_nonEU,InvoiceDate,CustomerID,CustomerOrderCount,CustomerSegment,Country,MarketRegion,StockCode,Description,ProductCategory,ProductMaterial,ProductColor,UnitPrice_USD,SalesTax_Rate,ImportDuty_Rate,UnitPrice_Tax_USD,UnitPrice_Duty_USD,UnitPrice_Gross_USD,UnitCost_USD,CostAmount_USD,Shipping_Zone_nonEU,Shipping_Fee_nonEU,Currency,Quantity,CustomerType_nonEU,KYC_Level_nonEU,PreferredLanguage_nonEU,CustomerTenureDays_nonEU,LoyaltyScore_nonEU,HS_Code_nonEU,CountryOfOrigin_nonEU,Incoterms_nonEU,SalesTax_Amount_USD,ImportDuty_Amount_USD,CustomsFormRequired_nonEU,DeMinimisFlag_nonEU,Carrier_nonEU,EstimatedDeliveryDays_nonEU,ShippingInsurance_USD
581238,NE_LN_494588,1/20/26 22:04,,0,NEW,United Kingdom,nonEU,22386,JUMBO BAG PINK POLKADOT,BAG,OTHER,PINK,4.13,0.2,0.0,0.83,0.0,4.96,2.27,11.35,UK,19.99,USD,5,B2C,LOW,EN,,20,4202-87,EU,DAP,0.83,0.0,0,0,FEDEX,5,0.0
577834,NE_LN_448900,1/4/26 21:32,17528,11,ACTIVE,United Kingdom,nonEU,22551,PLASTERS IN TIN SPACEBOY,MISC,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,10.92,UK,12.99,USD,12,B2C,MED,EN,53,52,9999-04,IN,DAP,0.33,0.0,0,0,FEDEX,5,0.0
564716,NE_LN_290199,10/10/25 22:13,14810,11,ACTIVE,United Kingdom,nonEU,20727,LUNCH BAG  BLACK SKULL.,BAG,OTHER,BLACK,1.65,0.2,0.0,0.33,0.0,1.98,0.91,9.1,UK,12.99,USD,10,B2C,MED,EN,265,43,4202-77,EU,DAP,0.33,0.0,0,0,FEDEX,5,0.0
563427,NE_LN_278950,9/28/25 22:51,16470,5,NEW,United Kingdom,nonEU,20675,BLUE POLKADOT BOWL,MISC,OTHER,BLUE,1.25,0.2,0.0,0.25,0.0,1.5,0.69,2.76,UK,19.99,USD,4,B2C,MED,EN,243,14,9999-17,EU,DAP,0.25,0.0,0,0,FEDEX,5,0.0
545599,NE_LN_101555,4/16/25 22:28,,0,NEW,United Kingdom,nonEU,22272,,MISC,OTHER,UNKNOWN,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,UK,19.99,USD,-140,B2C,LOW,EN,,20,9999-92,EU,DAP,0.0,0.0,0,0,FEDEX,5,0.0
560928,NE_LN_254444,9/3/25 21:11,14852,6,NEW,United Kingdom,nonEU,22349,DOG BOWL CHASING BALL DESIGN,MISC,OTHER,UNKNOWN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,12.36,UK,19.99,USD,6,B2C,MED,EN,111,27,9999-62,EU,DAP,0.75,0.0,0,0,FEDEX,5,0.0
559337,NE_LN_235649,8/20/25 3:38,,0,NEW,United Kingdom,nonEU,20996,JAZZ HEARTS ADDRESS BOOK,MISC,OTHER,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,0.23,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-04,IN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
572550,NE_LN_381810,12/7/25 4:17,,0,NEW,United Kingdom,nonEU,23343,JUMBO BAG VINTAGE CHRISTMAS ,BAG,OTHER,UNKNOWN,4.13,0.2,0.0,0.83,0.0,4.96,2.27,4.54,UK,19.99,USD,2,B2C,LOW,EN,,20,4202-27,EU,DAP,0.83,0.0,0,0,FEDEX,5,0.0
542107,NE_LN_66453,3/10/25 0:49,16222,1,NEW,United Kingdom,nonEU,22913,RED COAT RACK PARIS FASHION,MISC,OTHER,RED,4.95,0.2,0.0,0.99,0.0,5.94,2.72,2.72,UK,19.99,USD,1,B2C,LOW,EN,0,9,9999-35,CN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
536590,NE_LN_2273,1/14/25 4:03,13065,1,NEW,United Kingdom,nonEU,22030,SWALLOWS GREETING CARD,CARD,OTHER,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,2.76,UK,12.99,USD,12,B2C,LOW,EN,0,20,4909-89,IN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
571219,NE_LN_365593,11/27/25 0:46,15601,17,ACTIVE,United Kingdom,nonEU,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,BOX,OTHER,UNKNOWN,2.95,0.2,0.0,0.59,0.0,3.54,1.62,9.72,UK,19.99,USD,6,B2C,MED,EN,316,44,3923-67,EU,DAP,0.59,0.0,0,0,FEDEX,5,0.0
544393,NE_LN_87924,4/2/25 23:07,16393,20,ACTIVE,United Kingdom,nonEU,21936,RED RETROSPOT PICNIC BAG,BAG,OTHER,RED,2.95,0.2,0.0,0.59,0.0,3.54,1.62,4.86,UK,19.99,USD,3,B2B,HIGH,EN,74,52,4202-48,VN,DAP,0.59,0.0,0,0,FEDEX,5,0.0
574738,NE_LN_408355,12/20/25 3:12,12748,224,LOYAL,United Kingdom,nonEU,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,LIGHTING,GLASS,UNKNOWN,3.95,0.2,0.0,0.79,0.0,4.74,2.17,6.51,UK,19.99,USD,3,B2B,HIGH,EN,340,75,9405-38,VN,DAP,0.79,0.0,0,0,FEDEX,5,0.0
566534,NE_LN_311339,10/26/25 22:43,,0,NEW,United Kingdom,nonEU,22730,ALARM CLOCK BAKELIKE IVORY,MISC,OTHER,UNKNOWN,8.29,0.2,0.0,1.66,0.0,9.95,4.56,4.56,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-68,VN,DAP,1.66,0.0,0,0,FEDEX,5,0.0
543824,NE_LN_82922,3/29/25 20:42,14631,3,NEW,United Kingdom,nonEU,22751,FELTCRAFT PRINCESS OLIVIA DOLL,MISC,OTHER,UNKNOWN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,8.24,UK,19.99,USD,4,B2C,LOW,EN,0,20,9999-11,US,DAP,0.75,0.0,0,0,FEDEX,5,0.0
580279,NE_LN_478729,1/15/26 0:23,15123,2,NEW,United Kingdom,nonEU,22675,FRENCH KITCHEN SIGN BLUE METAL,MISC,METAL,BLUE,1.25,0.2,0.0,0.25,0.0,1.5,0.69,8.28,UK,12.99,USD,12,B2C,LOW,EN,198,23,9999-00,CN,DAP,0.25,0.0,0,0,FEDEX,5,0.0
574923,NE_LN_410296,12/21/25 3:51,17757,31,LOYAL,United Kingdom,nonEU,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,MISC,OTHER,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,2.3,UK,12.99,USD,10,B2B,HIGH,EN,339,84,9999-94,IN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
563534,NE_LN_279764,9/29/25 22:48,14323,4,NEW,United Kingdom,nonEU,23162,REGENCY TEA STRAINER,MISC,OTHER,UNKNOWN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,8.24,UK,19.99,USD,4,B2C,LOW,EN,123,17,9999-20,CN,DAP,0.75,0.0,0,0,FEDEX,5,0.0
570862,NE_LN_361972,11/25/25 2:46,17528,11,ACTIVE,United Kingdom,nonEU,23394,POSTE FRANCE CUSHION COVER,MISC,OTHER,UNKNOWN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,8.24,UK,19.99,USD,4,B2C,MED,EN,13,52,9999-48,VN,DAP,0.75,0.0,0,0,FEDEX,5,0.0
564060,NE_LN_284978,10/5/25 1:48,17073,4,NEW,United Kingdom,nonEU,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,MISC,OTHER,UNKNOWN,0.29,0.2,0.0,0.06,0.0,0.35,0.16,7.68,UK,0.0,USD,48,B2C,LOW,EN,0,27,9999-78,VN,DAP,0.06,0.0,0,0,FEDEX,5,0.0
577503,NE_LN_444036,1/2/26 23:45,18110,2,NEW,United Kingdom,nonEU,22835,HOT WATER BOTTLE I AM SO POORLY,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,10.88,UK,19.99,USD,4,B2C,LOW,EN,0,27,9999-51,US,DAP,0.99,0.0,0,0,FEDEX,5,0.0
544610,NE_LN_90453,4/6/25 21:20,16912,14,ACTIVE,United Kingdom,nonEU,21122,SET/10 PINK POLKADOT PARTY CANDLES,CANDLE,OTHER,PINK,1.25,0.2,0.0,0.25,0.0,1.5,0.69,16.56,UK,12.99,USD,24,B2C,MED,EN,32,59,3406-48,VN,DAP,0.25,0.0,0,0,FEDEX,5,0.0
573897,NE_LN_397295,12/15/25 1:40,16729,26,ACTIVE,United Kingdom,nonEU,23583,LUNCH BAG PAISLEY PARK  ,BAG,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,5.46,UK,19.99,USD,6,B2B,HIGH,EN,203,80,4202-86,US,DAP,0.33,0.0,0,0,FEDEX,5,0.0
561877,NE_LN_263224,9/12/25 23:27,16401,20,ACTIVE,United Kingdom,nonEU,21558,SKULL LUNCH BOX WITH CUTLERY ,BOX,OTHER,UNKNOWN,2.55,0.2,0.0,0.51,0.0,3.06,1.4,5.6,UK,19.99,USD,4,B2B,HIGH,EN,196,61,3923-87,EU,DAP,0.51,0.0,0,0,FEDEX,5,0.0
542893,NE_LN_73386,3/17/25 0:47,18202,3,NEW,United Kingdom,nonEU,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,16.32,UK,19.99,USD,6,B2C,LOW,EN,0,32,9999-23,VN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
558501,NE_LN_225923,8/12/25 21:30,13871,14,ACTIVE,United Kingdom,nonEU,23014,GLASS APOTHECARY BOTTLE ELIXIR,MISC,GLASS,UNKNOWN,3.95,0.2,0.0,0.79,0.0,4.74,2.17,8.68,UK,19.99,USD,4,B2C,MED,EN,146,52,9999-04,IN,DAP,0.79,0.0,0,0,FEDEX,5,0.0
546317,NE_LN_108649,4/23/25 20:18,14913,4,NEW,United Kingdom,nonEU,16235,RECYCLED PENCIL WITH RABBIT ERASER,MISC,OTHER,UNKNOWN,0.21,0.2,0.0,0.04,0.0,0.25,0.12,7.2,UK,0.0,USD,60,B2C,LOW,EN,85,26,9999-59,IN,DAP,0.04,0.0,0,0,FEDEX,5,0.0
578531,NE_LN_458321,1/7/26 1:51,17364,12,ACTIVE,United Kingdom,nonEU,22802,FAUX FUR CHOCOLATE THROW,MISC,OTHER,UNKNOWN,19.95,0.2,0.0,3.99,0.0,23.94,10.97,10.97,UK,19.99,USD,1,B2C,MED,EN,315,31,9999-82,EU,DAP,3.99,0.0,0,0,FEDEX,5,0.0
569481,NE_LN_346009,11/16/25 23:54,15255,1,NEW,United Kingdom,nonEU,22158,3 HEARTS HANGING DECORATION RUSTIC,MISC,OTHER,UNKNOWN,2.95,0.2,0.0,0.59,0.0,3.54,1.62,25.92,UK,12.99,USD,16,B2C,LOW,EN,0,13,9999-20,CN,DAP,0.59,0.0,0,0,FEDEX,5,0.0
539143,NE_LN_31324,1/28/25 22:46,14849,28,ACTIVE,United Kingdom,nonEU,22723,SET OF 6 HERB TINS SKETCHBOOK,MISC,OTHER,UNKNOWN,3.95,0.2,0.0,0.79,0.0,4.74,2.17,8.68,UK,19.99,USD,4,B2B,HIGH,EN,14,89,9999-61,US,DAP,0.79,0.0,0,0,FEDEX,5,0.0
556579,NE_LN_208171,7/27/25 1:27,15069,1,NEW,United Kingdom,nonEU,23112,PARISIENNE CURIO CABINET,MISC,OTHER,UNKNOWN,7.5,0.2,0.0,1.5,0.0,9.0,4.12,8.24,UK,19.99,USD,2,B2C,LOW,EN,0,25,9999-59,IN,DAP,1.5,0.0,0,0,FEDEX,5,0.0
557016,NE_LN_212165,7/29/25 23:40,16942,10,ACTIVE,United Kingdom,nonEU,23322,LARGE WHITE HEART OF WICKER,MISC,OTHER,WHITE,2.95,0.2,0.0,0.59,0.0,3.54,1.62,3.24,UK,19.99,USD,2,B2C,MED,EN,51,35,9999-94,IN,DAP,0.59,0.0,0,0,FEDEX,5,0.0
559930,NE_LN_243357,8/26/25 20:33,17738,5,NEW,United Kingdom,nonEU,21212,PACK OF 72 RETROSPOT CAKE CASES,MISC,OTHER,UNKNOWN,0.55,0.2,0.0,0.11,0.0,0.66,0.3,7.2,UK,12.99,USD,24,B2C,MED,EN,133,15,9999-67,EU,DAP,0.11,0.0,0,0,FEDEX,5,0.0
579507,NE_LN_470557,1/12/26 3:43,15297,4,NEW,United Kingdom,nonEU,22361,GLASS JAR DAISY FRESH COTTON WOOL,MISC,GLASS,UNKNOWN,2.95,0.2,0.0,0.59,0.0,3.54,1.62,9.72,UK,19.99,USD,6,B2C,LOW,EN,53,25,9999-81,US,DAP,0.59,0.0,0,0,FEDEX,5,0.0
564752,NE_LN_291218,10/12/25 21:18,16126,4,NEW,United Kingdom,nonEU,47566,PARTY BUNTING,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,65.28,UK,12.99,USD,24,B2C,LOW,EN,194,29,9999-01,US,DAP,0.99,0.0,0,0,FEDEX,5,0.0
568225,NE_LN_331447,11/8/25 21:46,13014,16,ACTIVE,United Kingdom,nonEU,37450,CERAMIC CAKE BOWL + HANGING CAKES,MISC,CERAMIC,UNKNOWN,2.95,0.2,0.0,0.59,0.0,3.54,1.62,9.72,UK,19.99,USD,6,B2C,MED,EN,206,60,9999-35,CN,DAP,0.59,0.0,0,0,FEDEX,5,0.0
577519,NE_LN_444617,1/3/26 0:31,15044,22,ACTIVE,United Kingdom,nonEU,23312,VINTAGE CHRISTMAS GIFT SACK,MISC,OTHER,UNKNOWN,4.15,0.2,0.0,0.83,0.0,4.98,2.28,4.56,UK,19.99,USD,2,B2B,HIGH,EN,342,79,9999-05,CN,DAP,0.83,0.0,0,0,FEDEX,5,0.0
544151,NE_LN_85364,3/31/25 23:13,15024,10,ACTIVE,United Kingdom,nonEU,22784,LANTERN CREAM GAZEBO ,LIGHTING,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,10.88,UK,19.99,USD,4,B2C,MED,EN,70,26,9405-44,IN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
546986,NE_LN_115643,5/1/25 0:07,14194,32,LOYAL,United Kingdom,nonEU,47566,PARTY BUNTING,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,10.88,UK,19.99,USD,4,B2B,HIGH,EN,41,80,9999-01,US,DAP,0.99,0.0,0,0,FEDEX,5,0.0
551844,NE_LN_162457,6/17/25 1:14,14173,4,NEW,United Kingdom,nonEU,22700,BLACK AND WHITE DOG BOWL,MISC,OTHER,WHITE,2.95,0.2,0.0,0.59,0.0,3.54,1.62,1.62,UK,19.99,USD,1,B2C,LOW,EN,0,34,9999-36,US,DAP,0.59,0.0,0,0,FEDEX,5,0.0
544667,NE_LN_91114,4/7/25 2:20,17511,46,LOYAL,United Kingdom,nonEU,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,BOX,OTHER,GREEN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,32.96,UK,12.99,USD,16,B2B,HIGH,EN,83,91,3923-28,VN,DAP,0.75,0.0,0,0,FEDEX,5,0.0
546003,NE_LN_105892,4/21/25 2:18,16712,11,ACTIVE,United Kingdom,nonEU,22721,SET OF 3 CAKE TINS SKETCHBOOK,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,8.16,UK,19.99,USD,3,B2C,MED,EN,0,38,9999-86,US,DAP,0.99,0.0,0,0,FEDEX,5,0.0
536862,NE_LN_5261,1/15/25 22:24,,0,NEW,United Kingdom,nonEU,84946,ANTIQUE SILVER TEA GLASS ETCHED,MISC,GLASS,UNKNOWN,2.51,0.2,0.0,0.5,0.0,3.01,1.38,5.52,UK,19.99,USD,4,B2C,LOW,EN,,20,9999-13,VN,DAP,0.5,0.0,0,0,FEDEX,5,0.0
553340,NE_LN_177602,6/28/25 23:31,15125,23,ACTIVE,United Kingdom,nonEU,20718,RED RETROSPOT SHOPPER BAG,BAG,OTHER,RED,1.25,0.2,0.0,0.25,0.0,1.5,0.69,13.8,UK,12.99,USD,20,B2B,HIGH,EN,63,59,4202-22,EU,DAP,0.25,0.0,0,0,FEDEX,5,0.0
552252,NE_LN_166425,6/20/25 21:22,15227,5,NEW,United Kingdom,nonEU,23144,ZINC T-LIGHT HOLDER STARS SMALL,LIGHTING,OTHER,UNKNOWN,0.83,0.2,0.0,0.17,0.0,1.0,0.46,11.04,UK,12.99,USD,24,B2C,MED,EN,101,19,9405-74,IN,DAP,0.17,0.0,0,0,FEDEX,5,0.0
556484,NE_LN_207020,7/26/25 0:28,16938,5,NEW,United Kingdom,nonEU,22935,BAKING MOULD ROSE MILK CHOCOLATE,MISC,OTHER,UNKNOWN,3.25,0.2,0.0,0.65,0.0,3.9,1.79,3.58,UK,19.99,USD,2,B2C,MED,EN,128,34,9999-57,EU,DAP,0.65,0.0,0,0,FEDEX,5,0.0
541993,NE_LN_65561,3/9/25 20:48,,0,NEW,United Kingdom,nonEU,22195,LARGE HEART MEASURING SPOONS,MISC,OTHER,UNKNOWN,3.29,0.2,0.0,0.66,0.0,3.95,1.81,1.81,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-21,US,DAP,0.66,0.0,0,0,FEDEX,5,0.0
576251,NE_LN_427822,12/28/25 1:02,16207,1,NEW,United Kingdom,nonEU,85061W,WHITE JEWELLED HEART DECORATION,MISC,OTHER,WHITE,0.85,0.2,0.0,0.17,0.0,1.02,0.47,11.28,UK,12.99,USD,24,B2C,LOW,EN,0,11,9999-37,EU,DAP,0.17,0.0,0,0,FEDEX,5,0.0
538917,NE_LN_29892,1/27/25 22:08,17449,8,ACTIVE,United Kingdom,nonEU,90200B,BLACK SWEETHEART BRACELET,MISC,OTHER,BLACK,4.25,0.2,0.0,0.85,0.0,5.1,2.34,9.36,UK,19.99,USD,4,B2C,MED,EN,0,23,9999-79,IN,DAP,0.85,0.0,0,0,FEDEX,5,0.0
581474,NE_LN_497574,1/21/26 7:12,12748,224,LOYAL,United Kingdom,nonEU,22167, OVAL WALL MIRROR DIAMANTE ,MISC,OTHER,UNKNOWN,9.95,0.2,0.0,1.99,0.0,11.94,5.47,5.47,UK,19.99,USD,1,B2B,HIGH,EN,372,75,9999-49,IN,DAP,1.99,0.0,0,0,FEDEX,5,0.0
564974,NE_LN_295088,10/14/25 2:43,,0,NEW,United Kingdom,nonEU,22424,ENAMEL BREAD BIN CREAM,MISC,OTHER,UNKNOWN,24.96,0.2,0.0,4.99,0.0,29.95,13.73,13.73,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-76,US,DAP,4.99,0.0,0,0,FEDEX,5,0.0
580723,NE_LN_485648,1/18/26 4:20,15856,31,LOYAL,United Kingdom,nonEU,37413,ICON MUG REVOLUTIONARY,MUG,OTHER,UNKNOWN,0.39,0.2,0.0,0.08,0.0,0.47,0.21,2.52,UK,12.99,USD,12,B2B,HIGH,EN,361,99,6912-20,CN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
545690,NE_LN_102643,4/18/25 23:57,13263,35,LOYAL,United Kingdom,nonEU,22488,NATURAL SLATE RECTANGLE CHALKBOARD,MISC,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,0.91,UK,19.99,USD,1,B2B,HIGH,EN,46,75,9999-22,EU,DAP,0.33,0.0,0,0,FEDEX,5,0.0
539663,NE_LN_37728,2/2/25 21:37,17961,39,LOYAL,United Kingdom,nonEU,21664,RIDGED GLASS STORAGE JAR CREAM LID,MISC,GLASS,UNKNOWN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,12.36,UK,19.99,USD,6,B2B,HIGH,EN,18,89,9999-05,CN,DAP,0.75,0.0,0,0,FEDEX,5,0.0
541870,NE_LN_64355,3/8/25 20:50,,0,NEW,United Kingdom,nonEU,22904,CALENDAR PAPER CUT DESIGN,MISC,PAPER,UNKNOWN,5.79,0.2,0.0,1.16,0.0,6.95,3.18,3.18,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-78,VN,DAP,1.16,0.0,0,0,FEDEX,5,0.0
547400,NE_LN_120594,5/5/25 4:07,,0,NEW,United Kingdom,nonEU,22697,GREEN REGENCY TEACUP AND SAUCER,MISC,OTHER,GREEN,5.79,0.2,0.0,1.16,0.0,6.95,3.18,3.18,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-54,IN,DAP,1.16,0.0,0,0,FEDEX,5,0.0
564974,NE_LN_295170,10/14/25 2:43,,0,NEW,United Kingdom,nonEU,23202,JUMBO BAG VINTAGE LEAF,BAG,OTHER,UNKNOWN,4.13,0.2,0.0,0.83,0.0,4.96,2.27,2.27,UK,19.99,USD,1,B2C,LOW,EN,,20,4202-90,CN,DAP,0.83,0.0,0,0,FEDEX,5,0.0
554016,NE_LN_184036,7/3/25 0:25,13243,1,NEW,United Kingdom,nonEU,22602,RETROSPOT WOODEN HEART DECORATION,MISC,WOOD,UNKNOWN,0.85,0.2,0.0,0.17,0.0,1.02,0.47,2.82,UK,19.99,USD,6,B2C,LOW,EN,0,4,9999-16,US,DAP,0.17,0.0,0,0,FEDEX,5,0.0
560829,NE_LN_252950,9/2/25 23:11,17694,1,NEW,United Kingdom,nonEU,22465,HANGING METAL STAR LANTERN,LIGHTING,METAL,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,10.92,UK,12.99,USD,12,B2C,LOW,EN,0,5,9405-11,US,DAP,0.33,0.0,0,0,FEDEX,5,0.0
576055,NE_LN_425482,12/27/25 2:13,15449,5,NEW,United Kingdom,nonEU,84378,SET OF 3 HEART COOKIE CUTTERS,MISC,OTHER,UNKNOWN,1.45,0.2,0.0,0.29,0.0,1.74,0.8,9.6,UK,12.99,USD,12,B2C,MED,EN,235,24,9999-52,EU,DAP,0.29,0.0,0,0,FEDEX,5,0.0
569225,NE_LN_342112,11/15/25 1:36,16930,3,NEW,United Kingdom,nonEU,22187,GREEN CHRISTMAS TREE CARD HOLDER,CARD,OTHER,GREEN,1.95,0.2,0.0,0.39,0.0,2.34,1.07,2.14,UK,19.99,USD,2,B2C,LOW,EN,0,28,4909-70,CN,DAP,0.39,0.0,0,0,FEDEX,5,0.0
560829,NE_LN_252954,9/2/25 23:11,17694,1,NEW,United Kingdom,nonEU,21238,RED RETROSPOT CUP,MISC,OTHER,RED,0.85,0.2,0.0,0.17,0.0,1.02,0.47,3.76,UK,19.99,USD,8,B2C,LOW,EN,0,5,9999-76,US,DAP,0.17,0.0,0,0,FEDEX,5,0.0
577058,NE_LN_438791,12/31/25 1:40,18122,6,NEW,United Kingdom,nonEU,22155,STAR DECORATION RUSTIC,MISC,OTHER,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,1.84,UK,19.99,USD,8,B2C,MED,EN,128,20,9999-18,VN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
556063,NE_LN_202591,7/22/25 1:20,14587,10,ACTIVE,United Kingdom,nonEU,22297,HEART IVORY TRELLIS SMALL,MISC,OTHER,UNKNOWN,1.25,0.2,0.0,0.25,0.0,1.5,0.69,2.07,UK,19.99,USD,3,B2C,MED,EN,147,25,9999-15,CN,DAP,0.25,0.0,0,0,FEDEX,5,0.0
573937,NE_LN_398081,12/15/25 21:51,15830,2,NEW,United Kingdom,nonEU,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,MISC,GLASS,RED,2.95,0.2,0.0,0.59,0.0,3.54,1.62,9.72,UK,19.99,USD,6,B2C,LOW,EN,0,12,9999-39,IN,DAP,0.59,0.0,0,0,FEDEX,5,0.0
561214,NE_LN_257546,9/7/25 4:11,,0,NEW,United Kingdom,nonEU,23208,LUNCH BAG VINTAGE LEAF DESIGN,BAG,OTHER,UNKNOWN,4.13,0.2,0.0,0.83,0.0,4.96,2.27,2.27,UK,19.99,USD,1,B2C,LOW,EN,,20,4202-67,EU,DAP,0.83,0.0,0,0,FEDEX,5,0.0
561031,NE_LN_255403,9/5/25 22:43,13461,3,NEW,United Kingdom,nonEU,20723,STRAWBERRY CHARLOTTE BAG,BAG,OTHER,UNKNOWN,0.72,0.2,0.0,0.14,0.0,0.86,0.4,40.0,UK,0.0,USD,100,B2C,LOW,EN,25,15,4202-88,VN,DAP,0.14,0.0,0,0,FEDEX,5,0.0
568671,NE_LN_335454,11/11/25 0:24,13139,8,ACTIVE,United Kingdom,nonEU,22979,PANTRY WASHING UP BRUSH,MISC,OTHER,UNKNOWN,1.45,0.2,0.0,0.29,0.0,1.74,0.8,9.6,UK,12.99,USD,12,B2C,MED,EN,187,35,9999-93,VN,DAP,0.29,0.0,0,0,FEDEX,5,0.0
578278,NE_LN_454806,1/6/26 1:02,12748,224,LOYAL,United Kingdom,nonEU,22099,CARAVAN SQUARE TISSUE BOX,BOX,OTHER,UNKNOWN,0.39,0.2,0.0,0.08,0.0,0.47,0.21,0.84,UK,19.99,USD,4,B2B,HIGH,EN,357,75,3923-95,CN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
554941,NE_LN_191606,7/10/25 1:04,16016,10,ACTIVE,United Kingdom,nonEU,23298,SPOTTY BUNTING,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,8.16,UK,19.99,USD,3,B2C,MED,EN,170,35,9999-94,IN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
567912,NE_LN_326886,11/5/25 4:18,15555,20,ACTIVE,United Kingdom,nonEU,79063D,"RETRO PILL BOX , REVOLUTIONARY",BOX,OTHER,UNKNOWN,0.19,0.2,0.0,0.04,0.0,0.23,0.1,1.0,UK,12.99,USD,10,B2B,HIGH,EN,291,50,3923-98,VN,DAP,0.04,0.0,0,0,FEDEX,5,0.0
566518,NE_LN_311282,10/26/25 22:35,17779,5,NEW,United Kingdom,nonEU,23196,VINTAGE LEAF MAGNETIC NOTEPAD,MISC,OTHER,UNKNOWN,1.45,0.2,0.0,0.29,0.0,1.74,0.8,1.6,UK,19.99,USD,2,B2C,MED,EN,55,36,9999-35,CN,DAP,0.29,0.0,0,0,FEDEX,5,0.0
C575662,NE_LN_419043,12/24/25 1:59,13767,52,LOYAL,United Kingdom,nonEU,22423,REGENCY CAKESTAND 3 TIER,MISC,OTHER,UNKNOWN,12.75,0.2,0.0,2.55,0.0,15.3,7.01,-35.05,UK,19.99,USD,-5,B2B,HIGH,EN,344,92,9999-72,EU,DAP,2.55,0.0,0,0,FEDEX,5,0.0
541816,NE_LN_62546,3/6/25 3:07,17799,11,ACTIVE,United Kingdom,nonEU,22229,BUNNY WOODEN PAINTED WITH FLOWER ,MISC,WOOD,UNKNOWN,0.85,0.2,0.0,0.17,0.0,1.02,0.47,1.41,UK,19.99,USD,3,B2C,MED,EN,39,51,9999-97,EU,DAP,0.17,0.0,0,0,FEDEX,5,0.0
580527,NE_LN_482281,1/17/26 2:30,13736,3,NEW,United Kingdom,nonEU,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",MISC,OTHER,UNKNOWN,0.39,0.2,0.0,0.08,0.0,0.47,0.21,0.42,UK,19.99,USD,2,B2C,LOW,EN,255,17,9999-55,CN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
540545,NE_LN_47255,2/22/25 2:46,13451,6,NEW,United Kingdom,nonEU,22197,SMALL POPCORN HOLDER,MISC,OTHER,UNKNOWN,0.85,0.2,0.0,0.17,0.0,1.02,0.47,4.23,UK,19.99,USD,9,B2C,MED,EN,0,30,9999-91,US,DAP,0.17,0.0,0,0,FEDEX,5,0.0
